Rank,ReleaseDate,Name,Budget,Domestic,Worldwide,Year
3811,1951-09-24,Show Boat,2300000.0,11000000,11000000,1951
3812,1998-05-01,"Dancer, Texas Pop. 81",2300000.0,574838,574838,1998
3813,2011-08-26,Redemption Road,2300000.0,29384,29384,2011
3814,1940-11-13,Fantasia,2280000.0,83320000,83320000,1940
3815,1982-08-13,Friday the 13th Part 3,2250000.0,36690067,36690067,1982
3816,1971-10-09,The French Connection,2200000.0,41158757,41158757,1971
3817,1985-03-22,Friday the 13th Part V: A New Beginning,2200000.0,21930418,21930418,1985
3818,2007-02-09,The Last Sin Eater,2200000.0,388390,388390,2007
3819,2008-12-31,Impact Point,2200000.0,0,0,2008
3820,1945-01-01,The Valley of Decision,2160000.0,9132000,9132000,1945
3821,2005-12-31,Chicken Tikka Masala,2160000.0,0,0,2005
3822,1946-11-21,The Best Years of Our Lives,2100000.0,23600000,23600000,1946
3823,2001-07-13,Bully,2100000.0,881824,1381824,2001
3824,2002-05-29,Elling,2100000.0,313436,313436,2002
3825,2009-07-14,[Rec],2100000.0,0,27117954,2009
3826,2014-03-21,Gods Not Dead,2000000.0,60755732,60755732,2014
3827,2011-09-30,Courageous,2000000.0,34522221,35185884,2011
3828,2007-06-15,Nancy Drew,2000000.0,25584685,30703845,2007
3829,1964-04-08,From Russia With Love,2000000.0,24800000,78900000,1964
3830,1982-05-21,Mad Max 2: The Road Warrior,2000000.0,24600832,24600832,1982
3831,1946-01-01,Notorious,2000000.0,24464742,24464742,1946
3832,1967-08-02,In the Heat of the Night,2000000.0,24379978,24379978,1967
3833,1973-12-17,Sleeper,2000000.0,18344729,18344729,1973
3834,1972-08-11,Everything You Always Wanted to Know,2000000.0,18016290,18016290,1972
3835,2012-08-22,Hit & Run,2000000.0,13749300,14984401,2012
3836,1962-12-25,To Kill A Mockingbird,2000000.0,13129846,13129846,1962
3837,2012-03-09,Silent House,2000000.0,12739737,16610760,2012
3838,2000-10-20,The Legend of Drunken Master,2000000.0,11546543,11546543,2000
3839,1999-10-08,Boys Don't Cry,2000000.0,11540607,20741000,1999
3840,2007-02-09,Das Leben der Anderen,2000000.0,11284657,81197047,2007
3841,1962-01-01,Lolita (1962),2000000.0,9250000,9250000,1962
3842,1940-01-01,Boom Town,2000000.0,9172000,9172000,1940
3843,1947-01-01,Gentleman's Agreement,2000000.0,7800000,7800000,1947
3844,1961-09-25,The Hustler,2000000.0,7600000,7600000,1961
3845,1986-12-31,Witchboard,2000000.0,7369373,7369373,1986
3846,2003-11-26,Les Triplettes de Belleville,2000000.0,7301288,14440113,2003
3847,1998-06-26,Smoke Signals,2000000.0,6719300,7756617,1998
3848,2010-06-11,Winter's Bone,2000000.0,6531503,16131552,2010
3849,2003-08-15,American Splendor,2000000.0,6003587,8685632,2003
3850,2004-07-02,Before Sunset,2000000.0,5792822,11293790,2004
3851,2001-03-30,Amores Perros,2000000.0,5383834,20883834,2001
3852,2003-08-20,Thirteen,2000000.0,4601043,9505996,2003
3853,2004-01-23,Touching the Void,2000000.0,4593598,15396525,2004
3854,2010-10-08,Inside Job,2000000.0,4311834,7799257,2010
3855,1938-01-01,Alexander's Ragtime Band,2000000.0,4000000,4000000,1938
3856,2005-06-17,Me and You and Everyone We Know,2000000.0,3885134,8425527,2005
3857,2006-11-10,Harsh Times,2000000.0,3337931,6225304,2006
3858,2000-03-03,Ghost Dog: Way of the Samurai,2000000.0,3330230,6030230,2000
3859,2002-08-02,Full Frontal,2000000.0,2512846,3438804,2002
3860,2008-12-25,Waltz with Bashir,2000000.0,2283849,11125664,2008
3861,2006-06-28,Strangers with Candy,2000000.0,2072645,2077844,2006
3862,2006-10-04,Shortbus,2000000.0,1985292,1985292,2006
3863,2008-05-02,Son of Rambow: A Home Movie,2000000.0,1785505,10573083,2008
3864,2003-09-12,"The Book of Mormon Movie, Volume 1: The Journey",2000000.0,1660865,1660865,2003
3865,2000-05-12,Hamlet,2000000.0,1577287,2419669,2000
3866,2007-07-27,No End In Sight,2000000.0,1433319,1433319,2007
3867,1999-04-30,Get Real,2000000.0,1152411,1152411,1999
3868,2007-09-07,In the Shadow of the Moon,2000000.0,1134358,1134358,2007
3869,2011-04-08,Meek's Cutoff,2000000.0,977772,1869928,2011
3870,2005-02-11,Inside Deep Throat,2000000.0,691880,691880,2005
3871,2001-09-28,Dinner Rush,2000000.0,638227,1075504,2001
3872,2010-09-24,The Virginity Hit,2000000.0,636706,636706,2010
3873,1998-05-15,Clockwatchers,2000000.0,537948,539961,1998
3874,1985-11-06,Subway,2000000.0,390659,1663296,1985
3875,2005-04-15,House of D,2000000.0,388532,466106,2005
3876,2008-01-18,Teeth,2000000.0,347578,2350641,2008
3877,1996-07-26,Stonewall,2000000.0,304602,304602,1996
3878,2006-09-08,Sherrybaby,2000000.0,199176,622806,2006
3879,1998-09-18,Six-String Samurai,2000000.0,134624,134624,1998
3880,2000-05-26,Hum to Mohabbt Karega,2000000.0,121807,121807,2000
3881,2005-04-15,It's All Gone Pete Tong,2000000.0,120620,1620620,2005
3882,2010-01-29,Saint John of Las Vegas,2000000.0,102645,102645,2010
3883,1998-04-15,24 7: Twenty Four Seven,2000000.0,72544,72544,1998
3884,2014-09-19,Pump,2000000.0,72277,72277,2014
3885,2008-10-24,Roadside Romeo,2000000.0,55202,2046090,2008
3886,2001-05-04,Eureka,2000000.0,49388,76654,2001
3887,2003-07-18,This Thing of Ours,2000000.0,37227,37227,2003
3888,2009-03-20,Super Capers,2000000.0,30955,30955,2009
3889,1993-01-01,Return of the Living Dead 3,2000000.0,21000,21000,1993
3890,2009-11-20,The Missing Person,2000000.0,17896,17896,2009
3891,2006-02-10,London,2000000.0,12667,12667,2006
3892,2010-06-11,Jerusalema,2000000.0,7294,7294,2010
3893,2006-06-23,Say Uncle,2000000.0,5361,5361,2006
3894,2011-09-09,Grave Encounters,2000000.0,0,2151887,2011
3895,2004-12-10,Freeze Frame,2000000.0,0,91062,2004
3896,2013-03-19,Straight A's,2000000.0,0,0,2013
3897,2012-03-30,The Legend of Hell's Gate:  An American Conspiracy,2000000.0,0,0,2012
3898,2012-12-31,Highway,2000000.0,0,0,2012
3899,1927-08-12,Wings,2000000.0,0,0,1927
3900,2007-07-07,Rockaway,2000000.0,0,0,2007
3901,2008-10-14,No Man's Land: The Rise of Reeker,2000000.0,0,0,2008
3902,1971-04-28,Bananas,2000000.0,0,0,1971
3903,2013-07-09,Coffee Town,2000000.0,0,0,2013
3904,2014-12-31,Lucky Dog,2000000.0,0,0,2014
3905,2001-12-31,Pendulum,2000000.0,0,0,2001
3906,2007-12-31,Slacker Uprising,2000000.0,0,0,2007
3907,2010-09-24,Buried,1987650.0,1044143,21270290,2010
3908,2008-07-25,Man on Wire,1900000.0,2962242,5617067,2008
3909,2010-10-08,Nowhere Boy,1900000.0,1445366,7785229,2010
3910,2003-07-11,Northfork,1900000.0,1420578,1445140,2003
3911,2011-06-03,Submarine,1900000.0,467602,4581937,2011
3912,2010-04-09,The Square,1900000.0,406216,684214,2010
3913,2007-06-29,Chacun sa nuit,1900000.0,18435,18435,2007
3914,2010-08-27,The Last Exorcism,1800000.0,41034350,70165900,2010
3915,1976-11-16,Carrie,1800000.0,25878153,25878153,1976
3916,1984-11-09,A Nightmare on Elm Street,1800000.0,25504513,25504513,1984
3917,2012-06-27,Beasts of the Southern Wild,1800000.0,12795746,21911774,2012
3918,1964-01-29,Dr. Strangelove,1800000.0,9164370,9164370,1964
3919,1973-01-01,Battle for the Planet of the Apes,1800000.0,8800000,8800000,1973
3920,1951-09-18,A Streetcar Named Desire,1800000.0,8000000,8000000,1951
3921,1968-08-03,Hang 'em High,1800000.0,6800000,6800000,1968
3922,2002-11-15,El crimen de padre Amaro,1800000.0,5719000,5719000,2002
3923,2001-06-15,Songcatcher,1800000.0,3050934,3050934,2001
3924,2011-08-23,Higher Ground,1800000.0,841056,859182,2011
3925,2011-04-22,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000.0,638476,638476,2011
3926,2005-01-07,Travellers and Magicians,1800000.0,506793,1058893,2005
3927,1993-01-01,Ed and his Dead Mother,1800000.0,673,673,1993
3928,1999-06-18,Run Lola Run,1750000.0,7267324,14533173,1999
3929,2003-02-07,May,1750000.0,145540,497339,2003
3930,2010-10-08,I Spit on Your Grave,1750000.0,93051,1278471,2010
3931,2013-12-31,Living Dark: The Story of Ted the Caver,1750000.0,0,0,2013
3932,2001-11-23,In the Bedroom,1700000.0,35930604,43430604,2001
3933,1972-01-01,Conquest of the Planet of the Apes,1700000.0,9700000,9700000,1972
3934,2013-10-04,Grace Unplugged,1700000.0,2507159,2507159,2013
3935,1999-10-01,"Happy, Texas",1700000.0,2039192,2891228,1999
3936,2005-06-17,My Summer of Love,1700000.0,1000915,4951476,2005
3937,2005-06-24,Yes,1700000.0,396035,661221,2005
3938,1953-08-05,From Here to Eternity,1650000.0,30500000,30500000,1953
3939,1938-01-01,You Can't Take It With You,1644000.0,4000000,4000000,1938
3940,1999-04-09,Foolish,1600000.0,6026908,6026908,1999
3941,1949-01-01,She Wore a Yellow Ribbon,1600000.0,5400000,5400000,1949
3942,1974-04-07,The Conversation,1600000.0,4420000,4420000,1974
3943,2010-10-15,N-Secure,1600000.0,2595644,2595644,2010
3944,2008-02-01,Sukkar banat,1600000.0,1060591,14253760,2008
3945,1989-12-31,Out of the Dark,1600000.0,419428,419428,1989
3946,2006-01-27,Bubble,1600000.0,145382,145382,2006
3947,2005-09-23,Dil Jo Bhi Kahey...,1600000.0,129319,129319,2005
3948,1999-01-15,Mississippi Mermaid,1600000.0,27795,2627795,1999
3949,2005-11-04,I Love Your Work,1600000.0,3264,3264,2005
3950,2011-02-11,MOOZ-lum,1549141.0,362239,362239,2011
3951,2011-04-01,Insidious,1500000.0,54009150,99870886,2011
3952,2003-09-12,Cabin Fever,1500000.0,21158188,30351664,2003
3953,2007-05-02,Waitress,1500000.0,19097550,22217183,2007
3954,1989-09-08,Kickboxer,1500000.0,14533681,14533681,1989
3955,1988-02-26,Bloodsport,1500000.0,11806119,11806119,1988
3956,1939-01-01,Mr. Smith Goes To Washington,1500000.0,9000000,9000000,1939
3957,1995-07-21,Kids,1500000.0,7412216,20412216,1995
3958,2005-10-05,The Squid and the Whale,1500000.0,7372734,11191423,2005
3959,2002-03-13,Kissing Jessica Stein,1500000.0,7025722,8831884,2002
3960,1945-10-31,Spellbound,1500000.0,7000000,7000000,1945
3961,1979-04-20,Dawn of the Dead,1500000.0,5100000,55000000,1979
3962,1994-09-23,Exotica,1500000.0,5046118,5046118,1994
3963,2013-07-26,The To Do List,1500000.0,3491669,3491669,2013
3964,2013-02-01,The Gatekeepers,1500000.0,2408553,2408553,2013
3965,1998-06-26,Buffalo '66,1500000.0,2380606,2380606,1998
3966,1984-03-02,Repo Man,1500000.0,2300000,2300000,1984
3967,1985-01-18,Blood Simple,1500000.0,1690913,2730877,1985
3968,2002-04-19,Nueve Reinas,1500000.0,1222889,12412889,2002
3969,2005-03-25,The Ballad of Jack and Rose,1500000.0,712294,1126258,2005
3970,1994-08-31,Killing Zoe,1500000.0,418953,418953,1994
3971,2001-08-10,Session 9,1500000.0,378176,1619602,2001
3972,2007-09-05,I Want Someone To Eat Cheese With,1500000.0,194568,194568,2007
3973,2011-08-19,Amigo,1500000.0,184705,184705,2011
3974,1936-02-05,Modern Times,1500000.0,163245,163245,1936
3975,2007-05-11,The Salon,1500000.0,139084,139084,2007
3976,2002-03-22,Stolen Summer,1500000.0,119841,119841,2002
3977,2005-09-28,Forty Shades of Blue,1500000.0,75828,172569,2005
3978,2009-10-09,Trucker,1500000.0,52429,52429,2009
3979,2009-05-29,Pontypool,1500000.0,3865,31916,2009
3980,2011-06-03,The Lion of Judah,1500000.0,0,0,2011
3981,2006-03-17,Fetching Cody,1500000.0,0,0,2006
3982,2014-11-11,Once Upon a Time in Queens,1500000.0,0,0,2014
3983,2014-10-17,Housebound,1500000.0,0,0,2014
3984,1937-12-21,Snow White and the Seven Dwarfs,1488000.0,184925485,184925485,1937
3985,1968-01-01,Shalako,1455000.0,2620000,2620000,1968
3986,2005-04-29,Holy Girl,1400000.0,304124,1261792,2005
3987,2004-09-17,Incident at Loch Ness,1400000.0,36830,56073,2004
3988,2001-08-21,Batman - The Movie,1377800.0,0,0,2001
3989,1999-03-05,"Lock, Stock and Two Smoking Barrels",1350000.0,3897569,28356188,1999
3990,1983-08-19,The Ballad of Gregorio Cortez,1305000.0,909000,909000,1983
3991,1936-06-26,San Francisco,1300000.0,2868000,5273000,1936
3992,1998-10-09,Festen,1300000.0,1647780,1647780,1998
3993,1996-10-11,Trees Lounge,1300000.0,749741,749741,1996
3994,2009-05-22,The Girlfriend Experience,1300000.0,695840,1005840,2009
3995,2007-03-23,Journey from the Fall,1300000.0,635305,635305,2007
3996,2000-05-05,The Basket,1300000.0,609042,609042,2000
3997,1985-03-15,Def-Con 4,1300000.0,210904,210904,1985
3998,2005-12-09,Neal n' Nikki,1300000.0,100358,329621,2005
3999,2003-12-19,The Hebrew Hammer,1300000.0,77755,77755,2003
4000,2014-06-13,Los insolitos peces gato,1300000.0,11278,11278,2014
4001,2006-04-07,Simon,1300000.0,4055,1738663,2006
4002,2011-05-24,Forget Me Not,1300000.0,0,0,2011
4003,1940-01-01,Rebecca,1288000.0,6000000,6000000,1940
4004,1981-04-30,Friday the 13th Part 2,1250000.0,21722776,21722776,1981
4005,1945-01-01,The Lost Weekend,1250000.0,11000000,11000000,1945
4006,1984-08-31,C.H.U.D.,1250000.0,4700000,4700000,1984
4007,2013-04-19,Filly Brown,1250000.0,2850357,2850357,2013
4008,1953-01-21,Niagara,1250000.0,2500000,2500000,1953
4009,1941-10-28,How Green Was My Valley,1250000.0,0,0,1941
4010,1975-09-26,The Rocky Horror Picture Show,1200000.0,139876417,139876417,1975
4011,2004-10-29,Saw,1200000.0,55185045,103096345,2004
4012,1989-08-04,"Sex, Lies, and Videotape",1200000.0,24741667,36741667,1989
4013,2002-02-22,Monsoon Wedding,1200000.0,13876974,27025600,2002
4014,2000-11-10,You Can Count on Me,1200000.0,9180275,11142665,2000
4015,1955-10-03,The Trouble With Harry,1200000.0,7000000,7000000,1955
4016,1951-07-03,Strangers on a Train,1200000.0,7000000,7000000,1951
4017,1967-12-29,"Il buono, il brutto, il cattivo",1200000.0,6100000,6100000,1967
4018,2003-03-04,The Day the Earth Stood Still,1200000.0,3700000,3700000,2003
4019,1992-10-23,Reservoir Dogs,1200000.0,2832029,2832029,1992
4020,2000-07-07,But I'm a Cheerleader,1200000.0,2205627,2629191,2000
4021,1956-12-23,The Wrong Man,1200000.0,2000000,2000000,1956
4022,1976-01-01,The Blue Bird,1200000.0,887000,887000,1976
4023,2012-04-13,Blue Like Jazz,1200000.0,595018,595018,2012
4024,1982-11-19,Q,1200000.0,255000,255000,1982
4025,2003-03-21,Down & Out with the Dolls,1200000.0,58936,58936,2003
4026,2004-06-18,Grand Theft Parsons,1200000.0,0,0,2004
4027,1936-10-20,"Charge of the Light Brigade, The",1200000.0,0,0,1936
4028,2014-09-09,Cotton Comes to Harlem,1200000.0,0,0,2014
4029,2005-10-07,Waiting...,1125000.0,16124543,18673274,2005
4030,2005-12-25,Wolf Creek,1100000.0,16186348,29005064,2005
4031,1987-09-04,The Offspring,1100000.0,1355728,1355728,1987
4032,2002-02-22,Sex with Strangers,1100000.0,247740,247740,2002
4033,2012-05-18,Beyond the Black Rainbow,1100000.0,56491,56491,2012
4034,2003-05-14,Dracula: Pages from a Virgin's Diary,1100000.0,39659,84788,2003
4035,2009-04-07,Faith Like Potatoes,1100000.0,0,0,2009
4036,2009-12-11,Rocket Singh: Salesman of the Year,1070000.0,164649,5348767,2009
4037,1943-01-23,Casablanca,1039000.0,10462500,10462500,1943
4038,1976-11-21,Rocky,1000000.0,117235147,225000000,1976
4039,2012-01-06,The Devil Inside,1000000.0,53261944,101758489,2012
4040,1963-10-07,Tom Jones,1000000.0,37600000,37600000,1963
4041,1976-02-08,Taxi Driver,1000000.0,28262574,28262574,1976
4042,1980-02-01,The Fog,1000000.0,21378361,21378361,1980
4043,2012-05-25,Chernobyl Diaries,1000000.0,18119640,38390020,2012
4044,1981-04-10,The Howling,1000000.0,17985000,17985000,1981
4045,1963-05-08,Dr. No,1000000.0,16067035,59567035,1963
4046,1987-09-18,Hellraiser,1000000.0,14564000,14564000,1987
4047,2005-09-16,Cry Wolf,1000000.0,10047674,15943081,2005
4048,2000-08-18,Godzilla 2000,1000000.0,10037390,10037390,2000
4049,2010-12-29,Blue Valentine,1000000.0,9737892,16566240,2010
4050,2005-12-02,Transamerica,1000000.0,9015303,16553163,2005
4051,1956-01-01,Love Me Tender,1000000.0,9000000,9000000,1956
4052,1970-01-01,Beyond the Valley of the Dolls,1000000.0,9000000,9000000,1970
4053,1949-01-01,Sands of Iwo Jima,1000000.0,7800000,7800000,1949
4054,2012-03-23,October Baby,1000000.0,5355847,5355847,2012
4055,2009-06-12,"Food, Inc.",1000000.0,4417674,4674630,2009
4056,1998-08-21,"Next Stop, Wonderland",1000000.0,3395581,3465703,1998
4057,2011-10-21,Martha Marcy May Marlene,1000000.0,2981038,3531038,2011
4058,2005-08-03,Junebug,1000000.0,2678010,3557954,2005
4059,2008-08-01,Frozen River,1000000.0,2511476,6030129,2008
4060,2001-11-21,The Sidewalks of New York,1000000.0,2402459,3575308,2001
4061,1998-04-24,Two Girls and a Guy,1000000.0,2057193,2315026,1998
4062,2000-09-29,The Broken Hearts Club: A Romantic Comedy,1000000.0,1744858,2022442,2000
4063,2006-06-28,Who Killed the Electric Car?,1000000.0,1678874,1849392,2006
4064,1996-07-17,Walking and Talking,1000000.0,1287480,1615787,1996
4065,2003-09-19,Bubba Ho-Tep,1000000.0,1239183,1492895,2003
4066,2001-12-07,No Man's Land,1000000.0,1067481,2684207,2001
4067,1998-10-09,Slam,1000000.0,1009819,1087521,1998
4068,2001-04-06,Brigham City,1000000.0,852206,852206,2001
4069,2000-12-01,Panic,1000000.0,779137,1425707,2000
4070,2000-09-08,Fiza,1000000.0,623791,1179462,2000
4071,2010-02-03,Ajami,1000000.0,621859,2721096,2010
4072,1998-10-23,Orgazmo,1000000.0,582024,627287,1998
4073,2011-07-29,The Future,1000000.0,568662,568662,2011
4074,2003-02-14,All the Real Girls,1000000.0,549666,703020,2003
4075,1997-06-20,Dream With The Fishes,1000000.0,542909,542909,1997
4076,2013-07-19,The Act of Killing,1000000.0,486919,486919,2013
4077,2007-10-19,Wristcutters: A Love Story,1000000.0,446165,460136,2007
4078,2000-05-05,Luminarias,1000000.0,428535,428535,2000
4079,2003-08-22,The Battle of Shaker Heights,1000000.0,280351,280351,2003
4080,2008-01-18,Taxi to the Dark Side,1000000.0,274661,304472,2008
4081,2004-09-24,Guiana 1838,1000000.0,227241,227241,2004
4082,2002-12-30,Love Lisa,1000000.0,213137,213137,2002
4083,2006-07-07,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000.0,144601,206351,2006
4084,2001-08-22,Lisa Picard is Famous,1000000.0,113433,113433,2001
4085,2009-10-30,"House of the Devil, The",1000000.0,101215,102812,2009
4086,2005-09-16,Chocolate: Deep Dark Secrets,1000000.0,49000,1549000,2005
4087,2011-07-01,The Perfect Host,1000000.0,48764,48764,2011
4088,1998-09-25,The Last Big Thing,1000000.0,22434,22434,1998
4089,1998-08-07,Safe Men,1000000.0,21210,21210,1998
4090,2001-08-31,Speedway Junky,1000000.0,17127,17127,2001
4091,2010-09-03,16 to Life,1000000.0,11574,11574,2010
4092,2007-01-17,Alone with Her,1000000.0,10787,844377,2007
4093,1999-03-19,Sparkler,1000000.0,5494,5494,1999
4094,2005-03-18,The Helix...  Loaded,1000000.0,3700,3700,2005
4095,2006-04-21,In Her Line of Fire,1000000.0,884,884,2006
4096,2002-12-13,The Jimmy Show,1000000.0,703,703,2002
4097,2013-05-17,Black Rock,1000000.0,0,0,2013
4098,2012-03-20,Snow White: A Deadly Summer,1000000.0,0,0,2012
4099,2010-01-29,Zombies of Mass Destruction,1000000.0,0,0,2010
4100,2008-12-31,Steppin: The Movie,1000000.0,0,0,2008
4101,2003-10-24,The Party's Over,1000000.0,0,0,2003
4102,2009-07-17,The Poker House,1000000.0,0,0,2009
4103,2005-09-23,Proud,1000000.0,0,0,2005
4104,2006-09-15,Jimmy and Judy,1000000.0,0,0,2006
4105,2014-01-07,Hidden Away,1000000.0,0,0,2014
4106,2014-12-31,Doc Holliday's Revenge,1000000.0,0,0,2014
4107,2014-06-24,A Fine Step,1000000.0,0,0,2014
4108,2013-12-31,Heli,1000000.0,0,0,2013
4109,2015-04-24,Beyond the Brick: A LEGO Brickumentary,1000000.0,0,0,2015
4110,2006-12-31,Loving Annabelle,1000000.0,0,0,2006
4111,2014-06-30,Walter,1000000.0,0,0,2014
4112,2013-12-31,Antarctica: A Year on Ice,1000000.0,0,0,2013
4113,2014-12-31,The Sisterhood of Night,1000000.0,0,0,2014
4114,2007-06-01,And Then Came Love,989000.0,8158,8158,2007
4115,2006-04-14,Hard Candy,950000.0,1024640,8267066,2006
4116,2002-09-27,Charly,950000.0,814666,814666,2002
4117,2014-08-12,Jesse,950000.0,0,0,2014
4118,1954-07-28,On the Waterfront,910000.0,9600000,9600000,1954
4119,2013-07-12,Fruitvale Station,900000.0,16098998,16928069,2013
4120,2008-01-25,"4 luni, 3 saptamani si 2 zile",900000.0,1196321,11993156,2008
4121,2011-08-26,Circumstance,900000.0,454121,454121,2011
4122,2006-08-25,The Quiet,900000.0,381420,381420,2006
4123,2004-01-30,Latter Days,850000.0,833118,833118,2004
4124,2012-12-31,Snitch,850000.0,0,0,2012
4125,2008-12-31,Harrison Montgomery,850000.0,0,0,2008
4126,2002-10-25,Time Changer,825000.0,1500711,1500711,2002
4127,2009-08-11,London to Brighton,825000.0,0,610776,2009
4128,2009-12-31,Crying With Laughter,820000.0,0,0,2009
4129,2011-12-30,Jodaeiye Nader az Simin,800000.0,7098492,24426169,2011
4130,1996-05-10,Welcome to the Dollhouse,800000.0,4198137,5034794,1996
4131,2003-03-28,Raising Victor Vargas,800000.0,2073984,2811439,2003
4132,2002-08-09,Pandora's Box,800000.0,881950,881950,2002
